Id;Codifarm;Nom;Municipi;Adreça;CP;Tipusdevia;Numerovia;Telefon;Nomabs
76659;F08002022;BONFILL PLANAS, CLARA;SANT PERE DE RIUDEBITLLES;MONTSERRAT;08776;CARRER;56-58 LOCAL 2;938995276;SANT SADURNI D'ANOIA
76660;F08002030;CERRILLO ALBAIGES, NURIA;SANT QUINTI DE MEDIONA;MONTSERRAT;08777;AVINGUDA;65;938998229;SANT SADURNI D'ANOIA
76661;F08002047;BESORA MOLINS,AGATA / BESORA MOLINS,ERIC;SANT QUIRZE DE BESORA;PONT;08580;CARRER;45;938550044;SANT QUIRZE DE BESORA*
76662;F08002054;NARANJO SALOM, ELISABET;SANT SADURNI D'ANOIA;DOCTOR ESCAYOLA;08770;CARRER;4;938910188;SANT SADURNI D'ANOIA
76663;F08002061;MESTRE CLIMENT, RAQUEL;SANT SADURNI D'ANOIA;HOSPITAL;08770;CARRER;2;938912611;SANT SADURNI D'ANOIA
76664;F08002079;FIGULS GRAUVILARDELL, ESTRELLA;SANT VICENÇ DE CASTELLET; AJUNTAMENT;08295;PLAÇA;7;938331405;SANT VICENÇ DE CASTELLET
76665;F08002086;GIMFERRER RIPOLL, M.ROSA;SANT VICENÇ DE CASTELLET;GRAN;08295;CARRER;34;938330255;SANT VICENÇ DE CASTELLET
76666;F08002093;TABAR PRATS, MARIA;SANT VICENÇ DELS HORTS;BARCELONA;08620;CARRER;64;936560156;SANT VICENÇ DELS HORTS-1
76667;F08002103;RIFA PIÑOL, MARGARIDA;SANT VICENÇ DE TORELLO;CASTELL;08571;PLAÇA;7-8;938591216;VALL DEL GES, LA*
76668;F08002110;TURA LLADO, JAUME;SANTA COLOMA DE CERVELLO;SANTA COLOMA;08830;AVINGUDA;1-3;936613343;SANT BOI DE LLOBREGAT 2
76669;F08002128;GARCIA LARA, ISABEL;SANTA COLOMA DE GRAMENET;DE LA VILA;08922;PLAÇA;3;933860155;SANTA COLOMA DE GRAMENET 1
76670;F08002135;PALACIOS SERRANO, FERRAN;SANTA COLOMA DE GRAMENET;MAJOR;08921;CARRER;46;933868344;SANTA COLOMA DE GRAMENET 4
76671;F08002142;MARTORELL JUSTRIBO, MONTSERRAT;SANTA COLOMA DE GRAMENET;MOSSEN JAUME GORDI;08921;PASSEIG;8;933860102;SANTA COLOMA DE GRAMENET 1
76672;F08002167;DORDAL CARALT, ESTER;SANTA PERPETUA DE MOGODA;PARE RODES;08130;CARRER;10;935600204;SANTA PERPETUA DE LA MOGODA
76673;F08002174;VALLS MAYNOU, MERCE;CERDANYOLA DEL VALLES;CATALUNYA;08290;AVINGUDA;17;936921130;CERDANYOLA-RIPOLLET
76674;F08002181;ALVAREZ PEREIRO, JULIA ROSAIO;CERDANYOLA DEL VALLES;CATALUNYA;08290;AVINGUDA;49 B;935947008;CERDANYOLA-RIPOLLET
76675;F08002199;ROIG MARTINEZ, MARTA;SENTMENAT;ANSELM CLAVE;08781;PASSEIG;23-25;937150384;POLINYA-SENTMENAT
76676;F08002209;FERRET DE QUEROL, FRANCESC XAVIER;SITGES;CAP DE LA VILA;08870;PLAÇA;9;938110033;SITGES
76677;F08002223;RIPOLL ESPINAT, M.ANGELS;SURIA;SALVADOR VANCELL;08260;CARRER;8;938695049;SURIA*
76678;F08002230;COLLADO GIL, VIRGINA;SURIA;SALVADOR VANCELL;08260;CARRER;28;938695695;SURIA*
76679;F08002248;BARFULL FONT, ANNA;TARADELL;DOMENEC SERT;08552;PASSEIG;14;938800056;SANTA EUGENIA DE BERGA*
76680;F08002255;DE CACHO RIVERA, JORDI;TERRASSA;DE MONTSERRAT;08221;RAVAL;48;937885380;TERRASSA-A
76681;F08002262;DE VEGA RUBIO, RUBEN;TERRASSA;TOPETE;08221;CARRER;90;937835217;TERRASSA-A
76682;F08002270;VICENTE DE AVILES, FAUSTINO;TERRASSA;DEL VALLES;08226;AVINGUDA;457;937853499;TERRASSA-F
76683;F08002287;TARIN CARDONA, LLUIS;TERRASSA;FONT VELLA;08221;CARRER;71;937362023;TERRASSA-A
76684;F08002294;MESTRE GORNE, ROSALIA;TERRASSA;NOU DE SANT PERE;08221;CARRER;65;937318168;TERRASSA-A
76685;F08002304;TORRENT SOLANS, ANNA;TERRASSA;VELLA;08221;PLAÇA;2;937800910;TERRASSA-A
76686;F08002311;ESPI PUMAROLA, M.DEL CARME;TERRASSA;VINT-I-DOS DE JULIOL;08225;PASSEIG;333;937881802;TERRASSA-E
76687;F08002329;MAGAÑA ESMERATS, SILVIA;TERRASSA;NORD;08221;CARRER;92-94;937835140;TERRASSA-A
76688;F08002336;CAMACHO ALVAREZ, MILAGROS;TERRASSA;EGARA;08221;RAMBLA;390;937883934;TERRASSA-E
76689;F08002350;BRUGUERAS GARCIA, JOAN;TERRASSA;PORTAL SANT ROC;08221;CARRER;64;937885441;TERRASSA-A
76690;F08002368;CARBO ALSIUS, MERCE;TERRASSA;MAJOR DE SANT PERE;08222;CARRER;93;937839738;TERRASSA-A
76691;F08002375;TORRAS SOLA, JOSEP M;TERRASSA;SANT FRANCESC;08221;CARRER;12;937800920;TERRASSA-A
76692;F08002382;BATALLE TAPIOLES, ADELA/BATALLE TAPIOLAS, JOSEP LLUIS;TERRASSA;PROGRES;08224;PLAÇA;41;937881341;TERRASSA-E
76693;F08002390;BELMONTE CASTAN, CRISTINA;TERRASSA;EGARA;08221;RAMBLA;289;937807524;TERRASSA-E
76694;F08002417;MAQUA ESCANON, M. PILAR;TIANA;LOLA ANGLADA;08391;CARRER;38;933952706;MONTGAT
76695;F08002424;FABRE BUXADERAS, JOSEP;TONA;BARCELONA;08551;CARRER;2;938870238;TONA*
76696;F08002431;MARCOVAL MARTI, NURIA;TORDERA;ESGLESIA;08399;PLAÇA;8;937640992;TORDERA
76697;F08002449;PRAT BOFIIL, FORTIA/PRAT BOFILL, JORDI;TORELLO;PONT;08570;CARRER;21;938590381;VALL DEL GES, LA*
76698;F08002456;FONT BOU, MIREIA;TORELLO;ANSELM CLAVE;08570;CARRER;2;938590088;VALL DEL GES, LA*
76699;F08002463;ACEVES ARGEMI, HELENA;TORELLO;ENRIC PRAT DE LA RIBA;08570;CARRER;1;938590439;VALL DEL GES, LA*
76700;F08002470;CUCURELLA ABRIL, M. VICTORIA;VALLIRANA;MAJOR;08759;CARRER;332;936601127;VALLIRANA
76701;F08002488;FARGAS RIERA, JOSEP;VIC;BISBE MORGADAS;08500;CARRER;25;938856162;VIC - 1
76702;F08002495;BARNOLAS PUIGBO,FELISA;VIC;DEL CARME;08500;RAMBLA;37;938863509;VIC - 1
76703;F08002505;YLLA-CATALA BORE, IGNASI;VIC;PARADIS;08500;PLAÇA;3;938863784;VIC - 1
76704;F08002512;URGELL CANAL, F. XAVIER;VIC;HOSPITAL;08500;RAMBLA;18;938853863;VIC - 1
76705;F08002520;VILAPLANA PENELLA, JOSEP;VIC;MAJOR;08500;PLAÇA;17;938860824;VIC - 1
76706;F08002544;AMADO CERCOS, PERE/AMADO MONSARRO, ORIOL;VILAFRANCA DEL PENEDES;SANT PERE;08720;CARRER;2;938901239;VILAFRANCA DEL PENEDES 1
76707;F08002551;BOSCH CASTELL, ROMAN;VILAFRANCA DEL PENEDES;PARELLADA;08720;CARRER;23;938920173;VILAFRANCA DEL PENEDES 1
76708;F08002569;PLANAS HUGUET, JOSEP/ANTONIA;VILAFRANCA DEL PENEDES;LA GIRADA;08720;RAMBLA;15;938901826;VILAFRANCA DEL PENEDES 2
76709;F08002576;PAUSAS MAS, LL./PEDREROL GALLEGO, M. A.;VILAFRANCA DEL PENEDES;PARELLADA;08720;CARRER;39;938920591;VILAFRANCA DEL PENEDES 1
76710;F08002583;MIRALLES FIGUERES, ELOI;VILAFRANCA DEL PENEDES;DE LA CORT;08720;CARRER;1;938920123;VILAFRANCA DEL PENEDES 1
76711;F08002590;BENEDICTO PUIG, MARIA MERCEDES;VILAFRANCA DEL PENEDES;DE LA CORT;08720;CARRER;37;938920176;VILAFRANCA DEL PENEDES 1
76712;F08002600;LOBATO RODRIGUEZ,C/LOBATO RODRIGUEZ, C;VILANOVA I LA GELTRU;PRINCIPAL;08800;RAMBLA;124;938930086;VILANOVA I LA GELTRU-2
76713;F08002618;GUASCH COTS, ANNA;VILANOVA I LA GELTRU;CAPUTXINS;08800;CARRER;48;938930147;VILANOVA I LA GELTRU-2
76714;F08002625;PEDRAZA FERRER, FERNANDO;VILANOVA I LA GELTRU;SOLER I GUSTEMS;08800;PLAÇA;20;938930096;VILANOVA I LA GELTRU-2
76715;F08002632;GIRALT GIRALT,MONTSERRAT/RABADAN GIRALT.JOSE LUIS;VILANOVA I LA GELTRU;PRINCIPAL;08800;RAMBLA;11;938930302;VILANOVA I LA GELTRU-2
76716;F08002640;MASIP GUASCH,ALBERT/MASIP GUASCH,JORDI;VILANOVA I LA GELTRU;JOSEP COROLEU;08800;CARRER;79;938156337;VILANOVA I LA GELTRU-2
76717;F08002657;SOLER MIRET, MARIA VICTORIA;VILANOVA I LA GELTRU;SANT GREGORI;08800;CARRER;21;938930030;VILANOVA I LA GELTRU-2
76718;F08002664;GONZALEZ SOLA,FRANCESC M;BARCELONA;MALLORCA;08026;CARRER;519;932356885;BARCELONA 10-E
76719;F08002671;MAURI MARTINEZ, ROSA MA;BARCELONA;SALVA;08004;CARRER;33;932416588;BARCELONA 3-A
76720;F08002689;AGUILAR PIERA, JOAN;BARCELONA;CREU COBERTA;08014;CARRER;95;934319170;BARCELONA 3-D
76721;F08002696;DOMINGO ESGLEYES, MIRIAM;BARCELONA;GRAN DE GRACIA;08012;CARRER;237;932175537;BARCELONA 6-C
76722;F08002706;TOMAS PARRA, CINTA;BARCELONA;TEODORA LAMADRID;08022;CARRER;27;934342000;BARCELONA 5-E
76723;F08002713;ALEMANY CAHNER, MONTSERRAT;BARCELONA;CORTS CATALANES;08011;GRAN VIA;527;934546314;BARCELONA 2-D
76724;F08002720;MORLAN SALA, M.TERESA;BARCELONA;PANISSARS;08028;CARRER;13;933395967;BARCELONA 3-E
76725;F08002738;ROSENFELD BARRENECHEA, RICARD;BARCELONA;XUCLA;08001;CARRER;21;933019335;BARCELONA 1-E
76726;F08002745;MARTINEZ MENDEZ, MARIA CARMEN;BARCELONA;MARIA AGUILO;08005;CARRER;125;933093586;BARCELONA 10-B
76727;F08002752;AGUIRRE CANYADELL, MONTSERRAT;BARCELONA;ELKANO;08004;CARRER;70;932416091;BARCELONA 3-B
76728;F08002777;PUJOL CID, JOAN LLUIS;BARCELONA;AMPLE;08002;CARRER;25;933011643;BARCELONA 1-C
76729;F08002784;MONTERO QUEROL, JOSEP;BARCELONA;CONSELL DE CENT;08014;CARRER;22;934319879;BARCELONA 3-D
76730;F08002791;GELABERT COLOM-NOGUERA, ANNA;BARCELONA;CATALUNYA;08007;RAMBLA;66;932154453;BARCELONA 2-G
76731;F08002801;SOLER GORNALS, CATALINA;BARCELONA;SANT JOAN;08037;PASSEIG;117;932576339;BARCELONA 2-G
76732;F08002819;DE LA IGLESIA PERELLO, LORENA;BARCELONA;CARMEL;08032;RAMBLA;44;934294522;BARCELONA 7-D
76733;F08002826;BRAGULAT ROVIRA, SANTIAGO/BELMONTE MARTINEZ, SONIA;BARCELONA;BAILEN;08009;CARRER;113;934575701;BARCELONA 2-G
76734;F08002833;MAURI MARTINEZ, EMILIA;BARCELONA;RAMON Y CAJAL;08012;CARRER;24;932135817;BARCELONA 6-B
76735;F08002840;RODRIGUEZ BASCIANO, ALAIN ADOLFO;BARCELONA;SOMBRERERS;08003;CARRER;19;933103460;BARCELONA 1-B
76736;F08002858;HERRERO CERDA, JOSEP;BARCELONA;COMTE BORRELL;08015;CARRER;68;932235846;BARCELONA 2-A
76737;F08002865;PEDRAGOSA CACHA, SANTIAGO;BARCELONA;SANT PERE MES BAIX;08003;CARRER;17;932190397;BARCELONA 1-B
76738;F08002872;ALARCON RUIZ,M/ALARCON RUIZ, A;BARCELONA;BRUC;08009;CARRER;64;933177491;BARCELONA 2-G
76739;F08002880;MATEU BELLES,  M. JOANA;BARCELONA;CORTS CATALANES;08013;GRAN VIA;669 bis;932452038;BARCELONA 2-J
76740;F08002897;CASTELLO TORTELLA, RAFAEL;BARCELONA;DUC DE LA VICTORIA;08002;CARRER;10;933178840;BARCELONA 1-C
76741;F08002907;BARTUREN ECHEVERRIA, BEGOÑA;BARCELONA;CASP;08013;CARRER;151;932319406;BARCELONA 2-H
76742;F08002914;COLLELLMIR MORALES, MARTA;BARCELONA;SANT ANTONI MARIA CLARET;08026;CARRER;181;934356684;BARCELONA 7-G
76743;F08002921;ALVAREZ PEREZ/HIGUERAS CASARES;BARCELONA;CORTS CATALANES;08010;GRAN VIA;688;932650127;BARCELONA 2-H
76744;F08002939;ESCUDERO GARCIA, MARIA JOSEFA;BARCELONA;SANTS;08014;CARRER;5;934212520;BARCELONA 3-E
76745;F08002946;ROSON RIO, SANTIAGO;BARCELONA;PAU CLARIS;08009;CARRER;111;933172093;BARCELONA 2-G
76746;F08002953;BARENYS DE LACHA, LLUIS;BARCELONA;COMTAL;08002;CARRER;25;933178344;BARCELONA 1-C
76747;F08002960;FONOLL PIQUE, JOSEP;BARCELONA;SANT PERE MES BAIX;08003;CARRER;52;933190329;BARCELONA 1-B
76748;F08002978;BARDINA CORTES, JOSEP MA.;BARCELONA;PERE IV;08005;CARRER;210;933091715;BARCELONA 10-C
76749;F08002985;MARRUGAT FONTANALS, OSCAR;BARCELONA;CONSELL DE CENT;08011;CARRER;253;932534704;BARCELONA 2-D
76750;F08002992;VALENTINES,TERESA/GELABERT, ANNA;BARCELONA;VERDI;08012;CARRER;7;932133048;BARCELONA 6-B
76751;F08003001;CAUS RUIZ, M. ISABEL/BASORA FARRE, CARLES;BARCELONA;CORTS CATALANES;08011;GRAN VIA;571;934545362;BARCELONA 2-D
76752;F08003019;HERNANDEZ MIQUEL, GEMMA;BARCELONA;MAJOR DE SARRIA;08017;CARRER;70;932030864;BARCELONA 5-D
76753;F08003026;AGUILAR HERNANDEZ, ESTHER;BARCELONA;NAVAS DE TOLOSA;08041;CARRER;375;933518164;BARCELONA 9-c
76754;F08003033;TORRENS BLANCH, MONTSERRAT;BARCELONA;VERDI;08012;CARRER;70;972172088;BARCELONA 6-C
76755;F08003040;TOLEDO FERNANDEZ, ESTHER;BARCELONA;PORTAFERRISSA;08002;CARRER;1;933024345;BARCELONA 1-C
76756;F08003058;MARTINEZ CAMPOS, JUAN JOSE;BARCELONA;URQUINAONA;08010;PLAÇA;8;933019643;BARCELONA 2-H
76757;F08003065;ALLUE MUGARRA, ALEJANDRO;BARCELONA;MARQUES DE L'ARGENTERA;08003;AVINGUDA;5;933192006;BARCELONA 1-B
76758;F08003072;GONZALEZ EXPOSITO, MONICA;BARCELONA;SANT JOAN;08037;PASSEIG;101;932575179;BARCELONA 2-G
76759;F08003080;BERASATEGUI BERASATEGUI,TOMAS;BARCELONA;MONTMANY;08012;CARRER;7;932137774;BARCELONA 6-B
76760;F08003097;GUERRERO AGUSTI, ADRIANA;BARCELONA;HOSPITAL;08001;CARRER;70;932423415;BARCELONA 1-E
76761;F08003107;MORERA SERDA, JOSEFA;BARCELONA;ROSER;08004;CARRER;28;932416176;BARCELONA 3-A
76762;F08003114;BOTET CARRERAS, ADRIA;BARCELONA;INDEPENDENCIA;08026;CARRER;345;932356895;BARCELONA 10-F
76763;F08003121;CASTRO ACCION, JOSE LUIS;BARCELONA;DIAGONAL;08037;AVINGUDA;440;934161418;BARCELONA 2-G
76764;F08003139;HERNANDEZ DE LA ROSA, CARME;BARCELONA;RAMBLA;08002;;38;933172192;BARCELONA 1-C
76765;F08003146;SEGON CUCURULL, IMMACULADA;BARCELONA;ENRIC GRANADOS;08008;CARRER;155;932185387;BARCELONA 2-E
76766;F08003153;DE BOLOS GIRALT, JORDI;BARCELONA;CATALUNYA;08007;RAMBLA;77;932152975;BARCELONA 2-E
76767;F08003160;RUIZ SENTIS, MONTSERRAT;BARCELONA;SAGRERA;08027;CARRER;110;933522909;BARCELONA 9-A
76768;F08003178;BOMBARDO VIDAL, MIQUEL;BARCELONA;NOU DE RAMBLA;08001;CARRER;75;932410377;BARCELONA 1-D
76769;F08003185;XALABARDER ANGLI, ANNA;BARCELONA;TRINQUET;08034;CARRER;8-10;932044677;BARCELONA 5-C
76770;F08003192;VERANO FIGUERAS, MARTA;BARCELONA;BASSEGODA;08028;CARRER;11;932400955;BARCELONA 3-I
76771;F08003202;BORRAS SAMPERE, LAIA;BARCELONA;MARAGALL;08026;PASSEIG;20;934363365;BARCELONA 10-F
76772;F08003210;SUÑER LEFORT, JORDI (HEREUS);BARCELONA;REPUBLICA ARGENTINA;08023;AVINGUDA;175;934172667;BARCELONA 5-E
76773;F08003227;FRANCES BOSCH/FERRANDO FRANCES;BARCELONA;MISTRAL;08015;AVINGUDA;66;932235265;BARCELONA 2-A
76774;F08003234;DOMENECH ARNO, CRISTINA;BARCELONA;SELVA DE MAR;08019;CARRER;5-7;933034463;BARCELONA 10-B
76775;F08003241;ZAPATER CARRION,MARIA TERESA/BARTRINA NAVARRO,ANA;BARCELONA;BAILEN;08037;CARRER;200;934572010;BARCELONA 6-A
76776;F08003259;GARCIA SANMARTI, CONCEPCIO/ESTEVE MAÑA, MIQUEL;BARCELONA;NAPOLS;08025;CARRER;271;932570368;BARCELONA 6-A
76777;F08003266;MARTIN PALLARES,MIRIAM/ROMANI ROURERA,EVA;BARCELONA;DELS VERGOS;08017;CARRER;5;932475837;BARCELONA 5-C
76778;F08003273;SANCHEZ SANTALO, NEUS;BARCELONA;JOAQUIM VALLS;08016;CARRER;88;933545017;BARCELONA 8-D
76779;F08003280;MORRAL SUAREZ,CLARA;BARCELONA;ROGER DE LLURIA;08009;CARRER;37;933183626;BARCELONA 2-G
76780;F08003298;BUSQUET MASIP, CARLES;BARCELONA;PONS I GALLARZA;08030;CARRER;92;933450667;BARCELONA 9-H
76781;F08003308;PERMANYER CASTELLOTE/FERNANDEZ MAYCAS;BARCELONA;BLASCO DE GARAY;08004;CARRER;10;932415264;BARCELONA 3-A
76782;F08003315;CABANAS MIRET, JOAQUIM;BARCELONA;MUNTANER;08006;CARRER;476;932010389;BARCELONA 5-B
76783;F08003322;GIMENO-BAYON COBOS, FRANCISCO JAVIER;BARCELONA;VALLVIDRERA;08017;PLAÇA;5;932049658;BARCELONA 5-D
76784;F08003330;CALSINA CALSINA, MARIA TERESA;BARCELONA;DEL SORTIDOR;08004;PLAÇA;7;934416487;BARCELONA 3-A
76785;F08003347;ESCARRA CALDES, ENRIC;BARCELONA;ALFONS XII;08006;CARRER;61;932003524;BARCELONA 5-A
76786;F08003354;FUERTES TENA, PASCUAL;BARCELONA;FELIU I CODINA;08031;CARRER;14-18;932242420;BARCELONA 7-F
76787;F08003361;BELTRAN ROVIRA, JORDI;BARCELONA;DEL RAVAL;08001;RAMBLA;14;934415393;BARCELONA 1-D
76788;F08003379;PUJOL COS, M DESAMPARADOS;BARCELONA;ROSSELLO;08037;CARRER;284;932580139;BARCELONA 2-G
76789;F08003386;RODRIGUEZ MORESO, DAMARIS;BARCELONA;BRASIL;08001;RAMBLA;14;933181184;BARCELONA 3-E
76790;F08003393;PINEDA GALVEZ, JULIA;BARCELONA;PLANETA;08012;CARRER;39;932187767;BARCELONA 6-B
76791;F08003403;ALSINA ARMENGOL, CONXITA;BARCELONA;SANT FRUCTUOS;08004;CARRER;29;933257589;BARCELONA 3-B
76792;F08003410;ARMENGOL TORRELLA,SILVIA/SILVESTRE PONS, JOAN;BARCELONA;NACIO;08026;CARRER;42;932361828;BARCELONA 10-E
76793;F08003428;UBEDA FERNANDEZ/GINER AYZA;BARCELONA;POETA CABANYES;08004;CARRER;67;932411812;BARCELONA 3-A
76794;F08003435;CODINA VAZQUEZ, MA.VICTORIA;BARCELONA;BISBE SIVILLA;08022;CARRER;40;932471197;BARCELONA 5-E
76795;F08003442;BOUFFARD FITA, CARINA;BARCELONA;ROGER DE LLURIA;08010;CARRER;17;933173791;BARCELONA 2-H
76796;F08003450;CARDONA PORTA, JOAN;BARCELONA;MUNTANER;08021;CARRER;356;932092342;BARCELONA 5-A
76797;F08003467;CARDONA ARENAS, BEATRIU;BARCELONA;FONOLLAR;08003;CARRER;26;932689143;BARCELONA 1-B
76798;F08003474;GONZALEZ-MENESES SIMON, BERTA;BARCELONA;PELAI;08001;CARRER;9;933176583;BARCELONA 2-D
76799;F08003481;CASALS COLL, F. XAVIER/CASALS XIMENES, ELISENDA;BARCELONA;VIA AUGUSTA;08017;CARRER;276;932039415;BARCELONA 5-C
76800;F08003499;CASANELLES MARTI, MA. TERESA;BARCELONA;AVINYO;08002;CARRER;32;933179198;BARCELONA 1-C
76801;F08003509;GONZALEZ VALLET, MARIA INMACULADA;BARCELONA;DE LES CORTS;08029;TRAVESSERA;332;934395020;BARCELONA 4-A
76802;F08003516;VAZQUEZ RUIZ, LOURDES;BARCELONA;DE LA LLANA;08003;PLAÇA;11;933195921;BARCELONA 1-B
76803;F08003523;LOPEZ LINARES, XAVIER;BARCELONA;SAGRERA;08027;CARRER;146;933525709;BARCELONA 9-A
76804;F08003530;PENA BENEDICTO, ELENA;BARCELONA;ROSSELLO;08025;CARRER;437;934367518;BARCELONA 2-K
76805;F08003548;CASTELLANOS LLORENS, XAVIER;BARCELONA;GRAN DE SANT ANDREU;08030;CARRER;91;933459058;BARCELONA 9-H
76806;F08003555;ARBONES ARAN, ROSA M.;BARCELONA;PALLARS;08005;CARRER;231;933000918;BARCELONA 10-C
76807;F08003562;VILAS MASO, ANNA;BARCELONA;REPUBLICA ARGENTINA;08023;AVINGUDA;270;932373045;BARCELONA 6-D
76808;F08003570;CASTELLS CUIXART,MARTA;BARCELONA;MUNTANER;08036;CARRER;223;934305719;BARCELONA 2-E
76809;F08003587;TERRADELLAS BOSCH, MA. ANGELS;BARCELONA;CARTAGENA;08025;CARRER;267;932364041;BARCELONA 2-K
76810;F08003594;CERCAVINS FONT, CASIMIR;BARCELONA;CASP;08013;CARRER;146 A;933172384;BARCELONA 2-H
76811;F08003604;PENELLA PERIS, ROSA;BARCELONA;MUNTANER;08021;CARRER;254;932000996;BARCELONA 5-A
76812;F08003611;PASQUINO, VALENTINA;BARCELONA;GENERAL MITRE;08006;RONDA;230;932179896;BARCELONA 5-B
76813;F08003629;SUNYER BELLIDO,ANNA;BARCELONA;LLULL;08005;CARRER;102;933009805;BARCELONA 10-A
76814;F08003636;FAURA SANMARTIN, JOSE LUIS;BARCELONA;DE MADRID;08014;AVINGUDA;222;934200288;BARCELONA 3-G
76815;F08003643;PASCUAL VIDAL, M.EUGENIA;BARCELONA;PARIS;08029;CARRER;111;932300706;BARCELONA 2-C
76816;F08003650;DOMENECH PEREZ, ANTONI;BARCELONA;ANDREA DORIA;08003;CARRER;14;933194236;BARCELONA 1-A
76817;F08003668;SOLER GORNALS, PEP LLUIS;BARCELONA;CONSELL DE CENT;08007;CARRER;312;934878094;BARCELONA 2-G
76818;F08003682;ODRIOZOLA JAURISTI, LAURA;BARCELONA;MAQUINISTA;08003;CARRER;9;933192726;BARCELONA 1-A
76819;F08003690;LAVILA GODAYOL, GEMMA;BARCELONA;ROSSELLO;08008;CARRER;215;932175542;BARCELONA 2-E
76820;F08003700;RIVERA ARNANDIS, FRANCISCO JAVIER;BARCELONA;CALABRIA;08015;CARRER;61;932233649;BARCELONA 2-A
76821;F08003717;BASTE FRAMIS, JAUME ANTONI/BASTE BALADIA, ESTER;BARCELONA;ROGENT;08026;CARRER;54;932314554;BARCELONA 10-E
76822;F08003724;BERTOLIN ESPALLARGAS, CONCEPCION;BARCELONA;SANTS;08014;CARRER;32-34;932980180;BARCELONA 3-E
76823;F08003731;RIUS BALET, MERCE;BARCELONA;SAGUNT;08014;CARRER;83;933319543;BARCELONA 3-E
76824;F08003749;AUDET GINESTA, JOAN;BARCELONA;DOCTOR TRUETA;08005;CARRER;234;932252711;BARCELONA 10-B
76825;F08003756;CASELLAS GUILLOT, ANNA MARIA;BARCELONA;ROGER DE LLURIA;08037;CARRER;123;932154968;BARCELONA 2-G
76826;F08003763;GARCIA LOPEZ, ADELA;BARCELONA;DE GRACIA;08012;TRAVESSERA;194;932137615;BARCELONA 6-B
76827;F08003770;FERRER SAN JOSE, ALBERT;BARCELONA;SANT ANTONI MARIA CLARET;08025;CARRER;40;934584346;BARCELONA 6-A
76828;F08003788;GONZALEZ PADILLA,ENRIQUE/GONZALEZ PADILLA,JOSE LUIS/MUÑOZ FERNANDEZ,ROBERTO;BARCELONA; DEL MERCAT;08032;BAIXADA;2;932292111;BARCELONA 7-F
76829;F08003795;RAMON MAURI, SERGIO;BARCELONA;HOSPITAL;08001;CARRER;42;933014792;BARCELONA 1-E
76830;F08003805;PUIGORIOL MAS, ISABEL;BARCELONA;RIPOLL;08002;CARRER;27;933014431;BARCELONA 1-C
76831;F08003812;CUCARULL ROCA,MONTSERRAT;BARCELONA;SANT ANTONI MARIA CLARET;08027;CARRER;460;933526110;BARCELONA 9-C
76832;F08003820;ENRICH ESTEVE, ANNA;BARCELONA;FERRAN;08002;CARRER;7;933172282;BARCELONA 1-C
76833;F08003851;DALMASES BALAÑA, JORDI/GENER SALA, GEMMA;BARCELONA;ARAGO;08015;CARRER;97;932262674;BARCELONA 2-B
76834;F08003869;GARCIA CAMPO, ADELA;BARCELONA;COMTE D'URGELL;08036;CARRER;153;934530467;BARCELONA 2-C
76835;F08003876;UBEDA FERNANDEZ, NIEVES;BARCELONA;CARDERS;08003;CARRER;3;933199379;BARCELONA 1-B
76836;F08003883;RIBOT PUJOL, NURIA;BARCELONA;SANT ADRIA;08030;CARRER;131;933455857;BARCELONA 9-E
76837;F08003890;PARDO SALMERON, ANTONIA;BARCELONA;DE GRACIA;08025;TRAVESSERA;333;932588549;BARCELONA 6-A
76838;F08003900;ALMIRALL FERRAN, BLANCA;BARCELONA;DE LES PALMERES;08030;PLAÇA;9;933467855;BARCELONA 9-H
76839;F08003918;YUSTE ORTEGA, ELISABET;BARCELONA;PALOMAR;08030;CARRER;28;933461493;BARCELONA 9-I
76840;F08003925;OLIVELLA COMAS, MERCE;BARCELONA;ARAGO;08013;CARRER;476;932316057;BARCELONA 2-I
76841;F08003940;GONZALEZ CASTAÑER,AMBROSIO/ARRONI CLOTET, MARIA TERESA;BARCELONA;TORNER;08001;CARRER;12;933023940;BARCELONA 9-F
76842;F08003957;CLARET ORIOLA-CORTADA,ANNA MA.;BARCELONA;SARDENYA;08018;CARRER;61;933095180;BARCELONA 10-A
76843;F08003964;SALVADOR BOIX, JUAN;BARCELONA;SANT PAU;08001;CARRER;112;932417586;BARCELONA 1-D
76844;F08003971;ESCOLA MARCO, MARIA ANGELS;BARCELONA;SANT ROC;08014;CARRER;26;932232174;BARCELONA 3-D
76845;F08003989;ORTUÑO GINER, VICENTE;BARCELONA;GARCIA FARIA;08005;PASSEIG;25;932663686;BARCELONA 10-B
76846;F08003996;SALES LLAVIA, JOAN;BARCELONA;DIPUTACIO;08013;CARRER;391-395;932454391;BARCELONA 2-J
76847;F08004005;SABIN URQUIA, M JOSE;BARCELONA;FULTON;08031;CARRER;18;932290375;BARCELONA 7-F
76848;F08004012;CUTILLAS BOU, MARTIN AUGUSTO;BARCELONA;DIPUTACIO;08011;CARRER;157;935665791;BARCELONA 2-D
76849;F08004020;GALCERA MONNE, MARIA ELENA/GALCERA MONNE, ROSA;BARCELONA;DE LES CORTS CATALANES;08013;GRAN VIA;731;932312304;BARCELONA 2-J
76850;F08004037;BARRAQUER MONER, MERCEDES;BARCELONA;SANT ANTONI;08001;RONDA;12;932322582;BARCELONA 1-E
